,titulo,fecha_estreno,retorno,presupuesto,recaudaccion,director
26818,Basara: Princess Goh,1992-04-11,0.0,0,0.0,Hiroshi Teshigahara
26819,Cake,2014-09-07,0.3372,7000000,2360281.0,Daniel Barnz
26820,Quod erat demonstrandum,2013-11-12,0.0,0,0.0,Andrei Gruzsniczki
26821,Power Play,1978-11-01,0.0,0,0.0,Martyn Burke
26822,Teresa's Tattoo,1994-03-15,0.0,0,0.0,Julie Cypher
26823,Groupie,2010-01-01,0.0,0,0.0,Mark L. Lester
26824,Professional Sweetheart,1933-06-09,0.0,0,0.0,William A. Seiter
26825,LiebesLuder,2000-11-02,0.0,0,0.0,Detlev Buck
26826,Number One with a Bullet,1987-02-27,0.0,0,0.0,Jack Smight
26827,Erotikon,1929-02-26,0.0,0,0.0,Gustav Machatý
26828,The Case of the Black Cat,1936-10-31,0.0,0,0.0,William C. McGann
26829,The Admirable Crichton,1957-12-16,0.0,0,0.0,Lewis Gilbert
26830,HazMat,2013-08-16,0.0,0,0.0,Lou Simon
26831,Winner Take All,1932-07-16,0.0,0,0.0,Roy Del Ruth
26832,Spike of Bensonhurst,1988-11-11,0.0,0,0.0,Paul Morrissey
26833,"Parlor, Bedroom and Bath",1931-02-28,0.0,0,0.0,Edward Sedgwick
26834,Speak Easily,1932-08-13,0.0,0,0.0,Edward Sedgwick
26835,Pick a Star,1937-03-21,0.0,0,0.0,Edward Sedgwick
26836,I Love Lucy: The Movie,1953-01-01,0.0,0,0.0,Edward Sedgwick
26837,Thoroughbreds Don't Cry,1937-12-03,0.0,0,0.0,Alfred E. Green
26838,Sea Devils,1953-05-23,0.0,0,0.0,Raoul Walsh
26839,The Grind,2009-09-22,0.0,1200000,0.0,John Millea
26840,The Sins of Rachel Cade,1961-04-02,0.0,0,0.0,Gordon Douglas
26841,House of Cards,1968-09-16,0.0,0,0.0,John Guillermin
26842,Rosalie,1937-12-24,0.0,0,0.0,W.S. Van Dyke
26843,The Romance of Rosy Ridge,1947-08-04,0.0,0,0.0,Roy Rowland
26844,The Green Hornet,1940-01-08,0.0,0,0.0,"Ford Beebe, Ray Taylor"
26845,Martial Club,1981-08-19,0.0,0,0.0,Liu Chia-Liang
26846,Alice in Wonderland,1966-12-26,0.0,0,0.0,Jonathan Miller
26848,King Lear,1982-09-19,0.0,0,0.0,Jonathan Miller
26849,Lethal Ninja,1993-04-19,0.0,0,0.0,Yossi Wein
26850,Octopus 2: River of Fear,2001-12-06,0.0,0,0.0,Yossi Wein
26851,Rapture,1965-08-23,0.0,0,0.0,John Guillermin
26852,Lone Rider,2008-04-08,0.0,0,0.0,David S. Cass Sr.
26853,So Dark the Night,1946-10-10,0.0,0,0.0,Joseph H. Lewis
26854,These Thousand Hills,1959-07-24,0.0,0,0.0,Richard Fleischer
26855,Three Wise Girls,1932-02-10,0.0,0,0.0,William Beaudine
26856,The Trip to Bountiful,2014-03-08,0.0,0,0.0,Michael Wilson
26857,Honolulu,1939-02-03,0.0,0,0.0,Edward Buzzell
26858,Project Shadowchaser III,1995-01-01,0.0,0,0.0,John Eyres
26859,The Miracle Worker,1979-10-14,0.0,0,0.0,Paul Aaron
26860,Never a Dull Moment,1950-08-19,0.0,0,0.0,George Marshall
26861,Smart Girls Don't Talk,1948-10-09,0.0,0,0.0,Richard L. Bare
26862,Flaxy Martin,1949-02-15,0.0,0,0.0,Richard L. Bare
26863,Wish You Were Dead,2002-05-21,0.0,0,0.0,Valerie McCaffrey
26864,The Company She Keeps,1951-01-27,0.0,0,0.0,John Cromwell
26865,Love Is a Ball,1963-04-24,0.0,0,0.0,David Swift
26866,Let's Dance,1950-11-29,0.0,0,0.0,Norman Z. McLeod
26867,Way Back Home,2013-12-11,0.0,0,0.0,Pang Eun-jin
26868,Menno's Mind,1997-12-13,0.0,0,0.0,Jon Kroll
26869,Lewis Black: Stark Raving Black,2009-10-08,0.0,0,0.0,Adam Dubin
26870,The Last Page,1952-01-25,0.0,0,0.0,Terence Fisher
26871,Mayor Cupcake,2011-07-19,0.0,0,0.0,Alex Pires
26872,Katt Williams: Kattpacalypse,2012-08-25,0.0,0,0.0,Marcus Raboy
26873,Switch,2007-10-26,0.0,2400000,0.0,Ole Martin Hafsmo
26874,Vampire Dog,2012-09-25,0.0,0,0.0,Geoff Anderson
26875,Python 2,2002-07-17,0.0,0,0.0,Lee Alan McConnell
26876,Rose Marie,1936-01-31,0.0,0,0.0,W.S. Van Dyke
26877,Man in the Attic,1953-12-23,0.0,0,0.0,Hugo Fregonese
26878,Whoever Slew Auntie Roo?,1971-10-31,0.0,0,0.0,Curtis Harrington
26879,The Wonderful Country,1959-10-21,0.0,0,0.0,Robert Parrish
26880,You're Never Too Young,1955-08-25,0.0,0,0.0,Norman Taurog
26881,No Man's Land,2013-12-03,0.0,0,0.0,Ning Hao
26882,Paper Soldiers,2002-06-01,0.0,0,0.0,"David Daniel, Damon Dash"
26883,Southie,1998-06-10,0.0,0,0.0,John Shea
26884,Vicious Lips,1986-01-01,0.0,0,0.0,Albert Pyun
26885,Until They Sail,1957-10-08,0.0,0,0.0,Robert Wise
26886,Matching Jack,2010-08-19,0.0,0,0.0,Nadia Tass
26887,The King and Four Queens,1956-12-21,0.0,0,0.0,Raoul Walsh
26888,High Wall,1947-12-17,0.0,0,0.0,Curtis Bernhardt
26889,The Gallant Hours,1960-06-13,0.0,0,0.0,Robert Montgomery
26890,Private's Progress,1956-02-17,0.0,0,0.0,John Boulting
26891,Suspect,1960-01-01,0.0,0,0.0,Roy Boulting
26892,Heavens Above!,1963-05-20,0.0,0,0.0,"John Boulting, Roy Boulting"
26893,Whistling in the Dark,1941-08-08,0.0,0,0.0,S. Sylvan Simon
26894,Grand Central Murder,1942-05-01,0.0,0,0.0,S. Sylvan Simon
26895,Whistling in Dixie,1942-12-01,0.0,0,0.0,S. Sylvan Simon
26896,Whistling in Brooklyn,1943-12-01,0.0,0,0.0,S. Sylvan Simon
26897,Song of the Open Road,1944-06-21,0.0,0,0.0,S. Sylvan Simon
26898,I Love Trouble,1948-01-15,0.0,0,0.0,S. Sylvan Simon
26899,The Fuller Brush Man,1948-06-01,0.0,0,0.0,S. Sylvan Simon
26900,Precious Find,1996-01-01,0.0,0,0.0,Philippe Mora
26901,Burning Down the House,2001-02-07,0.0,0,0.0,Philippe Mora
26902,Desert Victory,1943-04-13,0.0,0,0.0,David MacDonald
26903,Sailor of the King,1953-06-11,0.0,0,0.0,Roy Boulting
26904,Carlton-Browne of the F.O.,1959-03-10,0.0,0,0.0,Roy Boulting
26905,The Family Way,1966-12-18,0.0,0,0.0,Roy Boulting
26906,Miss Marple: The Moving Finger,1985-02-21,0.0,0,0.0,Roy Boulting
26907,Textuality,2011-04-22,0.0,0,0.0,Warren P. Sonoda
26908,Kevin Smith: Too Fat For 40,2010-10-22,0.0,0,0.0,"Joey Figueroa, Zak Knutson"
26909,The Hellbenders,1967-02-02,0.0,0,0.0,Sergio Corbucci
26910,SeaFood,2011-10-07,0.0,2219684,0.0,Aun Hoe Goh
26911,Johnny O'Clock,1947-01-23,0.0,0,0.0,Robert Rossen
26912,Reign of Terror,1949-10-15,0.0,0,0.0,Anthony Mann
26913,The Jackie Robinson Story,1950-05-16,0.0,0,0.0,Alfred E. Green
26914,The Shanghai Cobra,1945-09-29,0.0,0,0.0,Phil Karlson
26915,"Invasion, U.S.A.",1952-12-10,0.0,0,0.0,Alfred E. Green
26916,Hider in the House,1989-05-13,0.0,0,0.0,Matthew Patrick
26917,White: The Melody of the Curse,2011-06-09,0.0,0,0.0,"Kim Gok, Kim Sun"
26918,Kermit's Swamp Years,2002-09-03,0.0,0,0.0,David Gumpel
26919,Harry in Your Pocket,1973-09-23,0.0,0,0.0,Bruce Geller
26920,New World Disorder,1999-12-03,0.0,0,0.0,Richard Spence
26921,The Honeymoon Machine,1961-08-16,0.0,0,0.0,Richard Thorpe
26922,World for Ransom,1954-01-31,0.0,0,0.0,Robert Aldrich
26923,The Angry Hills,1959-07-29,0.0,0,0.0,Robert Aldrich
26924,The Grissom Gang,1971-05-28,0.0,0,0.0,Robert Aldrich
26925,Once a Thief,1965-04-24,0.0,0,0.0,Ralph Nelson
26926,House Party 4: Down to the Last Minute,2001-01-01,0.0,0,0.0,Chris Stokes
26927,Race to Space,2001-10-31,0.0,0,0.0,Sean McNamara
26928,White Line Fever,1975-07-16,0.0,0,0.0,Jonathan Kaplan
26929,The Night We Called It a Day,2003-08-14,0.0,0,0.0,Paul Goldman
26930,The Snow Queen,2012-10-11,1.7714,7000000,12400000.0,"Vladlen Barbe, Maksim Sveshnikov"
26931,Mimesis,2011-10-07,0.0,0,0.0,Douglas Schulze
26932,In the Shadows,2001-06-24,0.0,0,0.0,Ric Roman Waugh
26933,Sadie McKee,1934-05-09,0.0,0,0.0,Clarence Brown
26934,Trapped in the Closet: Chapters 13-22,2007-08-21,0.0,0,0.0,"R. Kelly, Jim Swaffield, Victor Mignatti"
26935,Safari,2009-04-01,0.0,0,0.0,Olivier Baroux
26936,Stealth Fighter,1999-01-01,0.0,0,0.0,Jim Wynorski
26937,The Land Before Time XIII: The Wisdom of Friends,2007-11-27,0.0,0,0.0,Jamie Mitchell
26938,Solar Attack,2006-05-25,0.0,0,0.0,Paul Ziller
26939,I Was Monty's Double,1958-10-21,0.0,0,0.0,John Guillermin
26940,Hanzo the Razor: The Snare,1973-08-11,0.0,0,0.0,Yasuzô Masumura
26941,The Missing Lynx,2008-12-25,0.0,0,0.0,"Manuel Sicilia, Raul Garcia"
26942,The Lone Wolf Spy Hunt,1939-01-27,0.0,0,0.0,Peter Godfrey
26943,Hotel Berlin,1945-03-02,0.0,0,0.0,Peter Godfrey
26944,Escape Me Never,1947-11-07,0.0,0,0.0,Peter Godfrey
26945,Barricade,1950-03-24,0.0,0,0.0,Peter Godfrey
26946,Please Murder Me,1956-03-01,0.0,0,0.0,Peter Godfrey
26947,Limelight,2011-09-23,0.0,0,0.0,Billy Corben
26948,The Glass Wall,1953-03-19,0.0,0,0.0,Maxwell Shane
26949,Hard Contract,1969-04-30,0.4375,4000000,1750000.0,S. Lee Pogostin
26950,The Pit and the Pendulum,2009-04-24,0.0,0,0.0,David DeCoteau
26951,She's Working Her Way Through College,1952-07-12,0.0,0,0.0,H. Bruce Humberstone
26952,If Winter Comes,1947-12-31,0.0,0,0.0,Victor Saville
26953,Skeleton Key 2: 667 Neighbor of the Beast,2008-09-02,0.0,5000,0.0,John Johnson
26954,"Snowflake, the White Gorilla",2011-12-23,0.0,0,0.0,Andrés G. Schaer
26955,Man Wanted,1932-04-23,0.0,0,0.0,William Dieterle
26956,Last of the Comanches,1953-02-01,0.0,0,0.0,André De Toth
26957,Ski Party,1965-06-30,0.0,0,0.0,Alan Rafkin
26958,The Secret of Convict Lake,1951-08-03,0.0,0,0.0,Michael Gordon
26959,Lonesome Cowboys,1968-12-20,0.0,0,0.0,"Andy Warhol, Paul Morrissey"
26960,Women in Revolt,1971-01-01,0.0,0,0.0,Paul Morrissey
26961,Forty Deuce,1982-10-01,0.0,0,0.0,Paul Morrissey
26962,How Sweet It Is!,1968-08-21,0.0,0,0.0,Jerry Paris
26963,Viva Max!,1969-12-01,0.0,0,0.0,Jerry Paris
26964,The Grasshopper,1970-05-27,0.0,0,0.0,Jerry Paris
26965,The Last Big Thing,1998-09-23,0.0,0,0.0,Dan Zukovic
26966,"No God, No Master",2014-04-11,0.0,0,0.0,Terry Green 
26967,Invitation,1952-01-29,0.0,0,0.0,Gottfried Reinhardt
26968,The Very Thought of You,1944-10-20,0.0,0,0.0,Delmer Daves
26969,Rain,2008-03-28,0.0,0,0.0,Paula Hernández
26970,Lady Killer,1937-09-15,0.0,0,0.0,Jean Grémillon
26971,Tension at Table Rock,1956-10-03,0.0,0,0.0,Charles Marquis Warren
26972,The Guardsman,1931-11-07,0.0,0,0.0,Sidney Franklin
26973,Simple Things,2007-02-02,0.0,0,0.0,Andrew C. Erin
26974,Hansel and Gretel,1982-01-01,0.0,116000,0.0,Tim Burton
26975,Sitting Bull,1954-10-06,0.0,0,0.0,Sidney Salkow
26976,Iceberg Slim: Portrait of a Pimp,2012-09-08,0.0,0,0.0,Jorge Hinojosa
26977,One Sunday Afternoon,1933-09-01,0.0,0,0.0,Stephen Roberts
26978,Red Light,1949-09-30,0.0,0,0.0,Roy Del Ruth
26979,The Mask,1961-10-27,0.0,0,0.0,Julian Roffman
26980,Santiago,2007-08-24,0.0,0,0.0,João Moreira Salles
26981,The Sea Hawk,1924-06-14,0.0,0,0.0,Frank Lloyd
26982,This Is My Affair,1937-05-28,0.0,0,0.0,William A. Seiter
26983,Our Town,2007-11-29,0.0,0,0.0,Gil-yeong Jeong
26984,The Unvanquished,1964-09-25,0.0,0,0.0,Alain Cavalier
26985,Ring of Fire II: Blood and Steel,1993-03-17,0.0,0,0.0,Richard W. Munchkin
26986,Journey to the Center of the Earth,1989-07-14,0.0,0,0.0,"Albert Pyun, Rusty Lemorande"
26987,The Job,2009-09-26,0.0,0,0.0,Shem Bitterman
26988,That's Dancing!,1985-01-01,0.0,0,0.0,Jack Haley Jr.
26989,Snow White and the Three Stooges,1961-12-24,0.0,0,0.0,"Frank Tashlin, Walter Lang"
26990,Squatters,2014-05-14,0.0,0,0.0,Martin Weisz
26991,The Hoodlum,1919-08-31,0.0,0,0.0,Sidney Franklin
26992,Words and Music,1948-12-31,0.0,0,0.0,Norman Taurog
26993,Hillside Cannibals,2006-03-28,0.0,0,0.0,Leigh Scott
26994,The Last of the Finest,1990-03-09,0.0,0,0.0,John Mackenzie
26995,Tarzan's Greatest Adventure,1959-07-08,0.0,0,0.0,John Guillermin
26996,The Last Flight,2009-11-05,0.0,24000000,0.0,Karim Dridi
26997,Lifeguard,1976-07-23,0.0,0,0.0,Daniel Petrie
26998,Gunshy,1998-03-06,0.0,0,0.0,Jeff Celentano
26999,Perfume,2001-04-08,0.0,0,0.0,Michael Rymer
27000,Cops and Robbers,1951-11-29,0.0,0,0.0,"Mario Monicelli, Steno"
27001,Rock Around the Clock,1956-03-21,0.0,0,0.0,Fred F. Sears
27002,Monday Night Mayhem,2002-01-14,0.0,0,0.0,Ernest R. Dickerson
27003,The New Protocol,2008-03-19,0.0,0,0.0,Thomas Vincent
27004,Holocaust 2000,1977-11-25,0.0,0,0.0,Alberto De Martino
27005,The Virgin of Nuremberg,1963-08-15,0.0,0,0.0,Antonio Margheriti
27006,Lizzie,2013-07-18,0.0,0,0.0,David Dunn Jr.
27007,The Crying Dead,2011-10-31,0.0,0,0.0,Hunter G. Williams
27008,Illegal,2010-10-06,0.0,0,404.0,Olivier Masset-Depasse
27009,My Reputation,1946-01-26,0.0,0,0.0,Curtis Bernhardt
27010,Scarred City,1999-07-23,0.0,0,0.0,Ken Sanzel
27011,The Wind in the Willows,1983-12-27,0.0,0,0.0,"Chris Taylor, Mark Hall"
27012,A Boy and His Samurai,2010-07-31,0.0,0,0.0,Yoshihiro Nakamura
27013,Slow Burn,2000-11-01,0.0,0,0.0,Rodney Gibbons
27014,Their Own Desire,1929-12-27,0.0,0,0.0,E. Mason Hopper
27016,One Night of Love,1934-09-15,0.0,0,0.0,Victor Schertzinger
27017,Great Day in the Morning,1956-05-16,0.0,0,0.0,Jacques Tourneur
27018,On Approval,1944-05-22,0.0,0,0.0,Clive Brook
27019,Guns of Diablo,1965-01-29,0.0,0,0.0,Boris Sagal
27020,Night and Fog,2009-05-14,0.0,0,0.0,Ann Hui
27021,Shaolin Mantis,1978-06-28,0.0,0,0.0,Liu Chia-Liang
27022,Evel Knievel,2004-07-30,0.0,0,0.0,John Badham
27023,The Lion,1962-08-19,0.0,0,0.0,Jack Cardiff
27024,The Smiling Ghost,1941-09-06,0.0,0,0.0,Lewis Seiler
27025,Such Is Life,1996-10-24,0.0,0,0.0,Colin Nutley
27026,Le Joli Mai,1963-06-01,0.0,0,0.0,Chris Marker
27027,The Taming of the Shrew,1929-10-26,0.0,0,0.0,Sam Taylor
27028,Outlaw Justice,1999-01-24,0.0,0,0.0,Bill Corcoran
27029,Onionhead,1958-10-25,0.0,0,0.0,Norman Taurog
27030,Mandalay,1934-02-10,0.0,0,0.0,Michael Curtiz
27031,The Hunters,1977-10-19,0.0,0,0.0,Theo Angelopoulos
27032,The Midnight Game,2013-03-02,0.0,0,0.0,A.D. Calvo
27033,Spark: A Burning Man Story,2013-08-16,0.0,0,0.0,"Jessie Deeter, Steve Brown"
27034,Anything You Want,2010-09-10,0.0,0,0.0,Achero Mañas
27035,Stalker,2010-10-17,0.0,0,0.0,Martin Kemp
27036,The Scarlet Coat,1955-07-28,0.0,0,0.0,John Sturges
27037,There's Always A Woman,1938-04-20,0.0,0,0.0,Alexander Hall
27038,The Law,1990-09-24,0.0,0,0.0,Idrissa Ouedraogo
27039,One Minute to Zero,1952-09-19,0.0,0,0.0,Tay Garnett
27040,Two Flags West,1950-10-12,0.0,0,0.0,Robert Wise
27041,Haunted Gold,1932-12-17,0.0,0,0.0,Mack V. Wright
27042,Raffles,1939-12-29,0.0,0,0.0,Sam Wood
27043,The Case of the Howling Dog,1934-09-22,0.0,0,0.0,Alan Crosland
27044,Hollidaysburg,2014-09-19,0.0,600000,0.0,Anna Martemucci
27045,Hell's Highway,1932-09-23,0.0,0,0.0,Rowland Brown
27046,London Voodoo,2004-02-02,0.0,0,0.0,Robert Pratten
27047,Marathon Boy,2010-01-01,0.0,0,0.0,Gemma Atwal
27048,Heat Lightning,1934-03-03,0.0,0,0.0,Mervyn LeRoy
27049,Sea Wife,1957-10-16,0.0,0,0.0,Bob McNaught
27050,The Front,2010-04-17,0.0,5000000,0.0,Tom McLoughlin
27051,The Big Cube,1969-04-30,0.0,0,0.0,Tito Davison
27052,Just for Kicks,2005-06-06,0.0,0,0.0,Thibaut de Longeville
27053,Just My Luck,1957-11-14,0.0,0,0.0,John Paddy Carstairs
27054,The Day Mars Invaded Earth,1963-02-14,0.0,0,0.0,Maury Dexter
27055,Love Bites,1993-01-01,0.0,0,0.0,Malcolm Marmorstein
27056,The Girl in Black Stockings,1957-09-24,0.0,0,0.0,Howard W. Koch
27057,Ronin-gai,1990-08-18,0.0,0,0.0,Kazuo Kuroki
27058,The Mysterious Island,1973-03-17,0.0,0,0.0,"Juan Antonio Bardem, Henri Colpi"
27059,Hostage,2005-03-04,0.0,0,0.0,Constantine Giannaris
27060,Laughing Sinners,1931-05-31,0.0,0,0.0,Harry Beaumont
27061,Hills of Home,1948-11-25,0.0,0,0.0,Fred M. Wilcox
27062,The Mysterious Island,1929-01-01,0.0,0,0.0,"Lucien Hubbard, Benjamin Christensen, Maurice Tourneur"
27063,The Threat,1949-12-01,0.0,0,0.0,Felix E. Feist
27064,Stolen Face,1952-05-01,0.0,0,0.0,Terence Fisher
27065,I Will Follow,2010-09-18,0.0,0,0.0,Ava DuVernay
27066,Bienvenido a casa,2006-04-07,0.0,0,0.0,David Trueba
27067,The Lost Squadron,1932-03-12,0.0,0,0.0,George Archainbaud
27068,Home of the Brave,1949-05-12,0.0,0,0.0,Mark Robson
27069,Marianne,2011-11-04,0.0,0,0.0,Filip Tegstedt
27070,Uncle Kent,2011-01-17,0.0,0,0.0,Joe Swanberg
27071,Song Without End,1960-08-11,0.0,0,0.0,"George Cukor, Charles Vidor"
27072,Three Godfathers,1936-03-06,0.0,0,0.0,Richard Boleslawski
27073,The Crowded Sky,1960-09-02,0.0,0,0.0,Joseph Pevney
27074,The Divine Lady,1929-03-31,0.0,0,0.0,Frank Lloyd
27075,Voodoo Possession,2014-01-14,0.0,0,0.0,Walter Boholst
27076,Ring of Fire,2013-05-27,0.0,0,0.0,Allison Anders
27077,Lydia,1941-01-01,0.0,0,0.0,Julien Duvivier
27078,Hard to Handle,1933-01-28,0.0,0,0.0,Mervyn LeRoy
27079,Venus & Vegas,2010-11-01,0.0,0,0.0,Demian Lichtenstein
27080,Jay-Z: Made in America,2013-10-11,0.0,0,0.0,Ron Howard
27081,The Man in the Net,1959-06-10,0.0,0,0.0,Michael Curtiz
27082,The Power and the Glory,1933-10-06,0.0,0,0.0,William K. Howard
27083,House of Usher,2008-05-08,0.0,1000000,0.0,David DeCoteau
27084,It Started With A Kiss,1959-09-04,0.0,0,0.0,George Marshall
27085,Midnight Crossing,1988-05-13,0.0,0,1328001.0,Roger Holzberg
27086,Snake & Mongoose,2013-09-06,0.0,0,0.0,Wayne Holloway
27087,Ruby,1977-06-23,0.0,0,0.0,Curtis Harrington
27088,The Hypnotic Eye,1960-02-27,0.0,365000,0.0,George Blair
27089,They All Kissed the Bride,1942-06-11,0.0,0,0.0,Alexander Hall
27090,Men of the Fighting Lady,1954-05-07,0.0,0,0.0,Andrew Marton
27091,"War and Peace, Part IV: Pierre Bezukhov",1967-11-04,0.0,0,0.0,Sergey Bondarchuk
27092,The Lightkeepers,2009-12-18,0.0,4500000,0.0,Daniel Adams
27093,Special Mission Lady Chaplin,1966-08-12,0.0,0,0.0,"Sergio Grieco, Alberto De Martino"
27094,From the Orient with Fury,1965-09-24,0.0,0,0.0,Sergio Grieco
27095,Good Sam,1948-09-01,0.0,0,0.0,Leo McCarey
27096,Delirium,2014-06-20,0.0,0,0.0,Rodrigo García
27097,Why Man Creates,1968-09-24,0.0,0,0.0,Saul Bass
27098,Moon Zero Two,1969-10-20,0.0,0,0.0,Roy Ward Baker
27099,Absolute Deception,2013-06-10,0.0,5000000,0.0,Brian Trenchard-Smith
27100,The Gambler,2014-12-25,1.5668,25000000,39171130.0,Rupert Wyatt
27101,Dinosaur 13,2014-08-15,0.0,0,0.0,Todd Douglas Miller
27102,Chosen Survivors,1974-12-05,0.0,0,0.0,Sutton Roley
27103,Loitering with Intent,2014-04-18,0.0,0,0.0,Adam Rapp
27104,Justice League: Throne of Atlantis,2015-01-27,0.0,3500000,0.0,Ethan Spaulding
27105,Jay And Silent Bob's Super Groovy Cartoon Movie,2013-04-20,0.0,0,0.0,Steve Stark
27106,Love and Other Troubles,2012-01-01,0.0,0,0.0,Samuli Valkama
27107,The Turning Point,1952-11-15,0.0,0,0.0,William Dieterle
27108,Thunder Over the Plains,1953-10-27,0.0,0,0.0,André De Toth
27109,The Night Heaven Fell,1958-04-05,0.0,0,0.0,Roger Vadim
27110,The Invisible Eye,2010-08-19,0.0,0,0.0,Diego Lerman
27111,The Adventures of Tom Thumb & Thumbelina,2002-08-06,0.0,0,0.0,Glenn Chaika
27112,The Ouija Experiment,2011-05-05,0.0,0,0.0,Israel Luna
27113,Styx,2001-10-15,0.0,0,0.0,Alex Wright
27114,"Goodbye, My Fancy",1951-05-19,0.0,0,0.0,Vincent Sherman
27115,Union Depot,1932-01-30,0.0,0,0.0,Alfred E. Green
27116,The Hills Run Red,1966-09-09,0.0,0,0.0,Carlo Lizzani
27117,The Wind in the Willows,1995-12-24,0.0,0,0.0,Dave Unwin
27118,Melody for a Street Organ,2009-06-21,0.0,0,0.0,Kira Muratova
27119,The Dolphin: Story of a Dreamer,2009-10-08,0.0,3000000,0.0,Eduardo Schuldt
27120,"Swing High, Swing Low",1937-03-12,0.0,0,0.0,Mitchell Leisen
27121,Toys in the Attic,2009-04-04,0.0,0,0.0,"Jiří Barta, Vivian Schilling"
27122,Return from the Ashes,1965-11-16,0.0,0,0.0,J. Lee Thompson
27123,Project: Shadowchaser,1992-07-02,0.0,0,0.0,John Eyres
27124,Redemption Road,2011-08-26,0.0,0,0.0,Mario Van Peebles
27125,Willow and Wind,2000-01-01,0.0,0,0.0,Mohammad-Ali Talebi
27126,Murder on a Honeymoon,1935-02-22,0.0,0,0.0,Lloyd Corrigan
27127,Stage Struck,1958-04-22,0.0,0,0.0,Sidney Lumet
27128,Heidi,1968-11-17,0.0,0,0.0,Delbert Mann
27129,Gun Glory,1957-07-19,0.0,0,0.0,Roy Rowland
27130,Ritual,2013-12-31,0.0,0,0.0,Mickey Keating
27131,"The Foreign Duck, the Native Duck and God in a Coin Locker",2007-06-23,0.0,0,0.0,Yoshihiro Nakamura
27132,"War and Peace, Part II: Natasha Rostova",1966-07-23,0.0,0,0.0,Sergey Bondarchuk
27133,House Party: Tonight's the Night,2013-07-23,0.0,0,0.0,Darin Scott
27134,Miracles,1986-07-11,0.0,0,0.0,Jim Kouf
27135,"Ride Him, Cowboy",1932-08-27,0.0,0,0.0,Fred Allen
27136,This Woman Is Dangerous,1952-02-09,0.0,0,0.0,Felix Feist
27137,Special Agent,1935-09-14,0.0,0,0.0,William Keighley
27138,The Fine Art of Love: Mine Ha-Ha,2005-11-25,0.0,0,0.0,John Irvin
27139,Spanish Judges,2000-10-16,0.0,3500000,0.0,Oz Scott
27140,The Helen Morgan Story,1957-10-05,0.0,0,0.0,Michael Curtiz
27141,Impy's Island,2006-08-02,0.0,0,0.0,"Holger Tappe, Reinhard Klooss"
27142,Snow White,1987-05-14,0.0,0,0.0,Michael Berz
27143,Romance,2008-11-14,0.0,0,0.0,Guel Arraes
27144,The Window,2008-09-07,0.0,0,0.0,Carlos Sorin
27145,King Richard And The Crusaders,1954-08-07,0.0,0,0.0,David Butler
27146,Jeanne Eagels,1957-08-02,0.0,0,0.0,George Sidney
27147,No Down Payment,1957-10-30,0.0,0,0.0,Martin Ritt
27148,This Could Be the Night,1957-05-14,0.0,0,0.0,Robert Wise
27149,The Hoodlum,1951-07-05,0.0,0,0.0,Max Nosseck
27150,Underwater!,1955-02-09,0.0,3500000,0.0,John Sturges
27151,Return of the Bad Men,1948-07-17,0.0,0,0.0,Ray Enright
27152,The Dry Land,2010-07-30,0.0,0,12000.0,Ryan Piers Williams
27153,Kidco,1984-04-13,0.0,0,0.0,Ronald F. Maxwell
27154,Splendor,1989-01-01,0.0,0,0.0,Ettore Scola
27155,Never Say Goodbye,1946-11-09,0.0,0,0.0,James V. Kern
27156,It Happened in Brooklyn,1947-04-07,0.0,0,0.0,Richard Whorf
27157,Vigil in the Night,1940-02-05,0.0,0,0.0,George Stevens
27158,Life Begins for Andy Hardy,1941-08-15,0.0,0,0.0,George B. Seitz
27159,The Ice Follies of 1939,1939-03-10,0.0,0,0.0,Reinhold Schünzel
27160,The Matchmaker,2010-06-23,0.0,2150000,0.0,Avi Nesher
27161,Kenny Rogers as The Gambler,1980-04-08,0.0,0,0.0,Dick Lowry
27162,Virtue,1932-10-25,0.0,0,0.0,Edward Buzzell
27163,The Cup,2011-11-13,0.0,0,0.0,Simon Wincer
27164,The Iron Mistress,1952-11-19,0.0,0,0.0,Gordon Douglas
27165,The Web,1947-05-25,0.0,0,0.0,Michael Gordon
27166,The Big Store,1973-09-06,0.0,0,0.0,Claude Zidi
27167,The Fuller Brush Girl,1950-09-15,0.0,0,0.0,Lloyd Bacon
27168,Waltz of the Toreadors,1962-01-01,0.0,0,0.0,John Guillermin
27169,Last Man Standing,2011-06-07,0.0,0,0.0,Ernest R. Dickerson
27170,White Cargo,1942-12-12,0.0,0,0.0,Richard Thorpe
27172,Sittin' on a Backyard Fence,1933-12-15,0.0,0,0.0,Earl Duvall
27173,Mars,1968-01-01,0.0,0,0.0,Pavel Klushantsev
27174,Killer Holiday,2013-10-18,0.0,0,0.0,Marty Thomas
27175,Snow White,2005-08-07,0.0,0,0.0,Samir
27176,The Rising of the Moon,1957-08-10,0.0,0,0.0,John Ford
27177,The Feminine Touch,1941-10-01,0.0,0,0.0,W.S. Van Dyke
27178,Topaze,1933-02-24,0.0,0,0.0,Harry d'Abbadie d'Arrast
27179,Susan Slade,1961-11-08,0.0,0,0.0,Delmer Daves
27180,The Big Heat,1988-09-22,0.0,0,0.0,"Johnnie To, Tsui Hark, Andrew Kam Yeung-Wa"
27181,Scene of the Crime,1986-05-16,0.0,0,0.0,André Téchiné
27182,The Hessen Affair,2009-01-14,0.0,20000000,0.0,Paul Breuls
