,title,generos,idioma,actores,overview,vote_count,popularity,runtime,release_date
2714,The Devil's Candy,Horror,English,"Ethan Embry, Shiri Appleby, Kiara Glasco, Pruitt Taylor Vince, Oryan West, Leland Orser, Tony Amendola, Craig Nigh, Marco Perella, Mylinda Royer, Arthur Dale, Jack Dullnig","A struggling painter is possessed by satanic forces after he and his young family move into their dream home in rural Texas, in this creepy haunted-house tale.",114,9.968649,90.0,2017-03-17
2715,Lorenzo's Oil,Drama,"English, Français, Magyar","Susan Sarandon, Nick Nolte, Peter Ustinov, Ann Hearn, Maduka Steady, Aaron Jackson, Laura Linney","Lorenzo Odone was a normal child until the age of 7. After then, strange things began to happen to him: he would have blackouts, memory lapses, and other strange mental phemonenons. He is eventually diagnosed as suffering from ALD: an extremely rare incurable degenerative brain disorder. Frustrated at the failings of doctors and medicine in this area, the Odones begin to educate themselves",108,9.968395,135.0,1992-12-30
2716,Arena,"Action, Thriller, Science Fiction","English, 普通话","Samuel L. Jackson, Kellan Lutz, Katia Winter, Johnny Messner, James Remar, Nina Dobrev, Daniel Dae Kim, Marcelle Baer, Amy Le, Lauren Shiohama, Irene Choi, Kofi Yiadom, Derek Mears, Dean J. West, Jason Zone Fisher, Kent Jude Bernard, Vanessa Branch, Laura Weissbecker, Mayra Leal, Monica Acosta, Brandon Ellison, Josh Tessier, Michelle Andrew, Beau Brasseaux","David Lord finds himself forced into the savage world of a modern gladiatorial arena, where men fight to the death for the entertainment of the online masses.",90,9.965719,94.0,2011-10-11
2717,What Women Want,"Comedy, Romance","English, Français","Helen Hunt, Mel Gibson, Marisa Tomei, Lauren Holly, Mark Feuerstein, Alan Alda, Ashley Johnson, Delta Burke, Diana Maria Riva, Eric Balfour, Judy Greer, Sarah Paulson, Bette Midler, Logan Lerman, Lisa Edelstein, Robin Pearson Rose, Christopher Emerson, Ashlee Turner, Sierra Pecheur, Valerie Perrine, Ana Gasteyer, Loretta Devine, Andrea Baker, Joe Petcka, Brian Callaway, Coburn Goss, Perry Cavitt, Crystal McKinney, Jeanne Marie Rice, Kathrin Middleton, Kelly Cooper, Palmer Davis, Katie Miller, Dana Waters, Gregory Cupoli, Alexondra Lee, Aviva Gale, Shirley Prestia, T. J. Thyne, Audrey Wasilewski, Angela Oh, Robert Briscoe Evans, Chris Rolfes, Katie Kneeland, Jeanine O'Connell, Kelley Hazen, Brooke Elliott, Kristina Martin, Harmony Rousseau, Lisa Long, Heidi Helmer, Marla Martensen, Sally Meyers Kovler, Ashley Quirico, Regan Rohde, Liz Tannebaum, LeShay N. Tomlinson, Cristine Rose, Arden Myrin, Rachel Duncan, Alex McKenna, Regiane Gorski, Juliandra Gillen, Lisa Anne Hillman, Tracy Pacheco, Jamie Gutterman, Maggie Egan, Juanita Jennings, Hallie Meyers-Shyer, Kate Asner, Caryn Greenhut, Jennifer Greenhut, Marnie Mosiman, Nnenna Freelon, Gil Hacohen, Nancy Monsarat, Jacqueline Thomas, Rory Byrne, Victoria Garcia-Kelleher, Gertrude Wong, Andi Eystad, Greg Bronson, Kira Coplin, Kiva Dawson, David C. Fisher, Elizabeth Friedman, Judy Carmen Gonzalez, Melanie Good, Drew Howerton, Kimberly Lyon, TJ Martin, Krista McRoberts, Maureen Mendoza, Heidi Merrick, Bette Midler, Oriah Miller, Robin Nance, Grace O'Neill, Kristine Perchetti, Jean Sawin, Andy Schofield, Nancy Sinclair, Andy Schofield, Nicki Sixteen, Melinda Songer, Lauren Stewart, Tracey Stone, Dean Teaster, Gena Vazquez, Nancy Wetzel","Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him.",1021,9.963079,127.0,2000-12-15
2718,Shaun the Sheep Movie,"Family, Animation, Comedy, Adventure",English,"Justin Fletcher, Omid Djalili, Richard Webber, Kate Harbour, Tim Hands, Simon Greenall, Andy Nyman, Emma Tate, Jack Paulson, Sean Connolly, Henry Burton, Dhimant Vyas, Sophie Laughton, Nia Medi James, Stanley Unwin, Nick Park, John Sparkes","When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",456,9.961184,85.0,2015-02-05
2719,The Mexican,"Action, Comedy, Crime, Romance","English, Español","Brad Pitt, Julia Roberts, James Gandolfini, J.K. Simmons, Gene Hackman, Bob Balaban, Michael Cerveris, Richard Coca, David Krumholtz, Castulo Guerra, Salvador Sánchez, Jeremy Roberts, José Carlos Rodríguez, Daniel Escobar","Jerry Welbach, a reluctant bagman, has been given two ultimatums: The first is from his mob boss to travel to Mexico and retrieve a priceless antique pistol, known as ""the Mexican""... or suffer the consequences. The second is from his girlfriend Samantha to end his association with the mob. Jerry figures alive and in trouble with Samantha is better than the more permanent alternative, so he heads south of the border.",453,9.958406,123.0,2001-03-01
2720,"Me, Myself & Irene",Comedy,"English, Deutsch","Jim Carrey, Renée Zellweger, Anthony Anderson, Robert Forster, Richard Jenkins, Zen Gesner, Mongo Brownlee, Jerod Mixon, Chris Cooper, Cam Neely, Shannon Whirry, Traylor Howard, Tony Cox, Rob Moran, Nikki Tyler-Flynn, Steve Tyler","Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",956,9.95456,116.0,2000-06-22
2721,Leaves of Grass,"Comedy, Crime, Drama, Thriller",English,"Susan Sarandon, Richard Dreyfuss, Keri Russell, Melanie Lynskey, Edward Norton, Lucy DeVito, Kent Jude Bernard, Amelia Campbell, Tim Blake Nelson, Randal Reeder, Leo Fabian, Pruitt Taylor Vince, Tina Parker, Ty Burrell, Lee Wilkof, Josh Pais, Lisa Benavides","An Ivy League professor returns home, where his pot-growing twin brother has concocted a plan to take down a local drug lord.",143,9.954095,104.0,2009-09-13
2722,The Substitute,"Thriller, Comedy",Dansk,"Paprika Steen, Ulrich Thomsen, Jonas Wandschneider, Emma Juel Justesen, Sonja Richter, Nikolaj Falkenberg-Klok, Olivia Stenderup Garre, Henrik Prip, Sofie Gråbøl, Mollie Maria Gilmartin, Josephine Gents, Emma Claudia Søndergaard, Jakob Fals Nygaard, Andreas Gram Nielsen, Mathias Peter Kjær, Peter Hesse Overgaard, Ulf Pilgaard, Hans Holtegaard, Niels Anders Thorn, Cecilia Zwick-Nash, Holger Juul Hansen, Vibeke Hastrup, Lars Bom, Joy-Maria Frederiksen, Jørgen Bing, Mette Kolding, Peter Oliver Hansen, Helle Dolleris, Peter Aude, Signe Kjærgaard Jensen, Gaia Sien Christoffersen, Sarah Charlotte Bjørn, Nikita Beensimon Rossing, Pernille Holt, Andreas Buchtrup Andersen, Oskar Emil Prip, Gustav Meiling Madsen, Thomas Bugge Visholm, Malthe Frøkjær-Rubbås, Benjamin Arnfred Thorup, Michael Larsen, Dave Mallow, Lars Mogelberg, Kurt Strand",6th Grade gets a new substitute teacher. She wants to train the class for an international competition in Paris. But something isn't right. How is she able read kids' minds? Why is she so mean? And how does she manage to convince everyone's parents she is so great when the whole class knows she is really an alien?,19,9.952905,93.0,2007-03-13
2723,Armored,"Action, Crime, Drama, Thriller","English, Deutsch","Columbus Short, Laurence Fishburne, Skeet Ulrich, Amaury Nolasco, Matt Dillon, Jean Reno, Fred Ward, Milo Ventimiglia, Andre Kinney, Andrew Fiscella, Nick Jameson, Glenn Taranto, Lorna Raver, Garry Guerrier, Robert Harvey, Shawn Devorse","A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan, the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes, the plan quickly unravels and all bets are off.",211,9.951662,88.0,2009-12-04
2724,Beowulf,"Adventure, Action, Animation",English,"Ray Winstone, Angelina Jolie, Anthony Hopkins, Robin Wright, John Malkovich, Brendan Gleeson, Crispin Glover, Alison Lohman, Greg Ellis, Sebastian Roché, Dominic Keating, Charlotte Salt, Rik Young, Sonje Fortag, Keith Kraft, John Bilezikjian, Rod D. Harbour, Brice Martinet, Sharisse Baker-Bernard, Julene Renee, Leslie Zemeckis, Woody Schultz, Tyler Steelman, Nick Jameson, Shay Duffin, Costas Mandylor, Jacquie Barnbrook, Fredrik Hiller, Kevin Dorman, Richard Burns","6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.",855,9.951195,115.0,2007-11-05
2725,In & Out,"Comedy, Romance",English,"Kevin Kline, Joan Cusack, Tom Selleck, Matt Dillon, Debbie Reynolds, Wilford Brimley, Bob Newhart, Gregory Jbara, Shalom Harlow, Shawn Hatosy, Zak Orth, Lauren Ambrose, Deborah Rush, June Squibb, Alice Drummond, Alexandra Holden, Glenn Close, Selma Blair, Whoopi Goldberg",A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,181,9.949805,90.0,1997-09-10
2726,Avengers Confidential: Black Widow & Punisher,"Animation, Science Fiction, Action",日本語,"Miyuki Sawashiro, Tesshou Genda, Hideaki Tezuka, Hiroki Touchi, Ryuuzaburou Ootomo, Junko Minagawa, Daisuke Namikawa, Masashi Sugawara, Yuuichi Karasuma, Hisashi Izumi, Keiji Fujiwara","When the Punisher takes out a black-market weapons dealer, he stumbles upon a far-reaching terrorist plot devised by a group known as Leviathan.",68,9.945558,83.0,2014-03-25
2727,Great Expectations,"Comedy, Drama, Romance",English,"Gwyneth Paltrow, Ethan Hawke, Chris Cooper, Anne Bancroft, Robert De Niro, Hank Azaria, Josh Mostel, Kim Dickens, Nell Campbell, Gabriel Mann","Loosely based on the Charles Dickens' classic novel, ""Great Expectations"" is a sensual tale of a young man's unforgettable passage into manhood, and the three individuals who will undeniably change his life forever. Through the surprising interactions of these vivid characters, ""Great Expectations"" takes a unique and contemporary look at life's great coincidences.",131,9.941228,111.0,1998-01-19
2728,All the Boys Love Mandy Lane,"Horror, Mystery, Thriller",English,"Amber Heard, Anson Mount, Michael Welch, Whitney Able, Edwin Hodge, Aaron Himelstein, Luke Grimes, Melissa Price, Adam Powell, Peyton Hayslip, Brooke Bloom, Robert Earl Keen, Amber Bartlett","Beautiful Mandy Lane isn't a party girl but, when classmate Chloe invites the Texas high school student to a bash in the countryside, she reluctantly accepts. After hitching a ride with a vaguely scary older man, the teens arrive at their destination. Partying ensues, and Mandy's close pal, Emmet, keeps a watchful eye on the young males making a play for Mandy. Then two of the students are murdered.",211,9.935837,90.0,2008-02-15
2729,Christopher and His Kind,"Drama, Romance","English, Deutsch","Matt Smith, Toby Jones, Imogen Poots, Lindsay Duncan, Iddo Goldberg, Issy van Randwyck, Douglas Booth, Pip Carter, Tom Wlaschiha, Perry Milward, Gertrude Thoma, Clare Louise Connolly, Stuart Graham, Maggie Hayes, Will Kemp, Alana Kerr, Faolan Morgan, Alexander Dreymon","In 1931 budding author Christopher Isherwood goes to Berlin at the invitation of his friend W. H. Auden for the gay sex that abounds in the city. Whilst working as an English teacher his housemates include bewigged old queen Gerald Hamilton and would-be actress Jean Ross, who sings tunelessly in a seedy cabaret club. They and others he meets get put into his stories. After a fling with sexy rent boy Caspar he falls for street sweeper Heinz, paying medical bills for the boy's sickly mother, to the disapproval of her other son, Nazi Gerhardt. With Fascism rapidly rising Christopher returns to London with Heinz but is unable to prevent his return to Germany when his visa expires. Years later Christopher, now a successful writer, returns to Berlin for a final meeting with Heinz, now married with children.",26,9.933547,90.0,2011-03-19
2730,Attack the Block,"Action, Comedy, Science Fiction",English,"Nick Frost, Jodie Whittaker, John Boyega, Luke Treadaway, Flaminia Cinque, Terry Notary, Chris Wilson, Joey Ansah, Adam Leese, Paige Meade, Danielle Vitalis, Selom Awadzi, Adam Buxton, Jumayn Hunter, Franz Drameh, Leeon Jones, Alex Esmail, Simon Howard, Maggie McCarthy, Gina Antwi, Natasha Jonas, Sammy Williams, Michael Ajao, Jacey Sallés, Yvonne D'Alpra, Karl Collins, Jermaine Smith, Lee Long, David Cann, Dylan Charles, Lee Nicholas Harris, Stephanie Street",A teen gang in a grim South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion.,748,9.93263,88.0,2011-05-12
2731,The Life of David Gale,"Drama, Thriller, Crime","English, Español","Kevin Spacey, Kate Winslet, Laura Linney, Gabriel Mann, Rhona Mitra, Matt Craven, Melissa McCarthy, Cleo King, Lee Ritchey, Brandy Little, Jim Beaver, Leon Rippy, Jesse De Luna, Vernon Grote, Larissa Wolcott, Sean Hennigan, Charles Sanders, Marco Perella, Michael Crabtree, Julio Cedillo, Christopher Meister, Cliff Stephens, James Huston, Chris Warner, Julia Lashae, Matthew Posey, Lynn Mathis, Robert Lott, Mark Voges, Katherine Willis, Amparo Moreno, Janis Kelly, Barbara Petricini-Buxton, Asia De Marcos, Amparo García, Kirk Sisco, Cassandra L. Small, Oliver Tull, George Haynes, Kathy Lamkin, Constance Jones, Cindy Waite, Kimberly Tortorice, Katie Lott, Noah Truesdale, Chuck Cureau, Mike Fontaine, Elizabeth Gast, Chris Drewy, Jeff Gibbs, Katina Potts, Katherine James, Cindy Michelle, Jennifer Dorsey, Maurice Moore, Brenda Sendejo, Rick Morrow, Julia Kay-Laskowski, Donald Braswell, Jack Gould, Jack Watkins, Gwyn Little, Patrick Fries, Pilar Ferreiro, Claudia Parker, Joan Gispert, Mark Richardson, Justin Lavender, David Dahl, Catenya McHenry, Brian Orr, Michelle Valen, Tanya Zieger, Nick Dawson, Steve Flanagin, Evelyn Lindsey, T.J. McFarland, Deborah Abbott, Stacy Lynn Austin, Jerry M. Barker, Johnny Bartee, Richard R. Bartholomew, Keith Bright, Ryan Brooks, Pei-San Brown, Dian Childs, Starla Christian, Peter Cornwell, Wade Couturiaux, Steve Crawford, Constance Dasse, Matthew J. Dunn, Ken Edwards, Nikki Folsom, Joanna Gallagher, Ryan Hancock, Garrett Hargrove, Peyton Hayslip, David Scott Heck, Reda Hicks, Landon Kash, R.C. Keene, Robert H. Lambert, Gabriel R. Martinez, Frank Matthews, C.K. McFarland, Josh Meyer, Brent Mitchell, Cindy Palla, Roger Eduardo Palomino, Alan Parker, Paul A. Partain, Keith Poulson, Glen Powell Sr., George Renteria, Nicole R. Roberts, Michael Schmid, Ryan Schneider, Robin Simmons, Melanie Stovall, Danny Trevino, Ryan Wickerham, Michele Williams, Christine Wolf, Willie Wright",A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,497,9.930326,130.0,2003-02-21
2732,The Fog,"Horror, Thriller","English, Magyar, Italiano","Tom Welling, Maggie Grace, Selma Blair, DeRay Davis, Kenneth Welsh, Adrian Hough, Sara Botsford, Cole Heppell, Mary Black, Jonathon Young, R. Nelson Brown","Trapped within an eerie mist, the residents of Antonio Bay have become the unwitting victims of a horrifying vengeance. One hundred years earlier, a ship carrying lepers was purposely lured onto the rocky coastline and sank, drowning all aboard. Now they're back – long-dead mariners who've waited a century for their revenge.",191,9.929809,100.0,2005-10-14
2733,Analyze That,"Comedy, Crime",English,"Robert De Niro, Billy Crystal, Lisa Kudrow, Joe Viterelli, Cathy Moriarty, Donna Marie Recco, Kyle Sabihy, Frank Pietrangolare, Jerome Le Page, Annika Pergament","The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.",385,9.927412,96.0,2002-12-06
2734,Admiral,"Adventure, Drama, History","Nederlands, English, Français","Frank Lammers, Sanne Langelaar, Rutger Hauer, Aurélie Meriel, Charles Dance, Filip Peeters, Derek de Lint, Barry Atsma, Daniel Brocklebank, Tygo Gernandt, Egbert Jan Weeber, Nils Verkooijen, Eugene Bervoets, Lieke van Lexmond, Ella-June Henrard, Victor Löw, Jules Croiset, Lukas Dijkema, Roeland Fernhout, Viv Weatherall, Colin Mace, Jelle de Jong, Axel Daeseleire, Pip Pellens, Hajo Bruins, René van Asten, Joost Koning, Michael Nierse, Bas van Prooijen, Rein Hofman, Jada Borsato, David Corbett, Thedo Keizer, Youval Kuipers, Robbert Blokland","When the young republic of The Netherlands is attacked by England, France and Germany and faces its own civil war no less, only one man, Michael de Ruyter, can lead the county's strongest weapon, the Dutch fleet.",49,9.92595,128.0,2015-01-29
2735,Baraka,Documentary,English,,"This is a paralyzingly beautiful documentary with a global vision: an odyssey through landscape and time, that is an attempt to capture the essence of life.",156,9.925348,96.0,1992-09-15
2736,Perfect Stranger,"Crime, Drama, Mystery, Thriller","Český, English","Halle Berry, Bruce Willis, Giovanni Ribisi, Richard Portnow, Gary Dourdan, Florencia Lozano, Nicki Aycox, Kathleen Chalfant, Gordon MacDonald, Daniella van Graas, Paula Miranda, Patti D'Arbanville, Tamara Feldman, Michael Tolan, Clea Lewis","A journalist goes undercover to ferret out businessman Harrison Hill as her best friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse.",242,9.925255,109.0,2007-04-12
2737,Flushed Away,"Adventure, Animation, Comedy, Family",English,"Hugh Jackman, Kate Winslet, Ian McKellen, Jean Reno, Bill Nighy, Andy Serkis, Shane Richie, Kathy Burke, David Suchet, Miriam Margolyes, Rachel Rawlinson, Susan Duerden, Miles Richardson, John Motson, Douglas Weston","London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",909,9.922577,85.0,2006-10-22
2738,Sightseers,"Comedy, Crime, Adventure",English,"Alice Lowe, Steve Oram, Eileen Davies, Roger Michael, Tony Way, Seamus O'Neill, Monica Dolan, Jonathan Aris, Aymen Hamdouchi, Tom Meeten, Kali Peacock, Kenneth Hadley, Stephanie Jacob, Christine Talbot, Richard Lumsden, Dominic Applewhite, Sara Stewart, Richard Glover, Rachel Austin, Gemma Lise Thornton, Alana Burnett, Lisa-Marie Hoctor, Susan McCardle, Kelly Munro-Fawcett, Samantha Stone, Louisa Farrant, Gareth Jones, Sara Dee, Smurf, Ged, Lucy Russell, Mark Kempner, Gareth Tunley","Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.",187,9.921876,88.0,2012-11-30
2739,Elles,"Drama, Romance","Polski, Français, English","Juliette Binoche, Anaïs Demoustier, Joanna Kulig, Louis-Do de Lencquesaing, Krystyna Janda, Andrzej Chyra, Ali Marhyar, François Civil, Jean-Marie Binoche, Pablo Beugnet, Valérie Dréville, Jean-Louis Coulloc'h, Arthur Moncla, Scali Delpeyrat, Laurence Ragon, Alain Libolt, Swann Arlaud, Nicolas Layani, Laurent Jumeaucourt, José Fumanal, Martine Vandeville, Jenny Bellay, Tom Hénin, Anaïs Fabre, Mateusz Kościukiewicz",A journalist tries to balance the duties of marriage and motherhood while researching a piece on college women who work as prostitutes to pay their tuition.,45,9.921433,96.0,2011-09-09
2740,Little Birds,Drama,English,"Juno Temple, Kay Panabaker, Kyle Gallner, Neal McDonough, Leslie Mann, Kate Bosworth, David Warshofsky, Chris Coy, JR Bourne, Joel McKinnon Miller, Scotty Noyd Jr., Kathleen Gati, Lauren Pennington, Mike Erwin, Carlos PenaVega, Lydia Blanco Garza",Lily and Alison face a life-changing event after they leave their Salton Sea home and follow the boys they meet back to Los Angeles.,35,9.920479,94.0,2011-01-23
2741,White House Down,"Action, Drama, Thriller",English,"Channing Tatum, Jamie Foxx, Joey King, Maggie Gyllenhaal, Richard Jenkins, James Woods, Nicolas Wright, Jimmi Simpson, Michael Murphy, Rachelle Lefevre, Lance Reddick, Matt Craven, Jake Weber, Peter Jacobson, Jason Clarke, Kevin Rankin, Garcelle Beauvais, Falk Hentschel, Romano Orzari, Jackie Geary, Andrew Simms","Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",1910,9.920223,131.0,2013-06-27
2742,The House Bunny,"Romance, Comedy",English,"Anna Faris, Emma Stone, Kat Dennings, Katharine McPhee, Rumer Willis, Hugh M. Hefner, Christopher McDonald, Beverly D'Angelo, Kiely Williams, Tyson Ritter, Colin Hanks, Sarah Wright, Danni Katz, Dana Goodman, Kimberly Makkouk, Monet Mazur, Jay Hayden, Nick Swardson, Shaquille O'Neal, Dan Patrick, Sean Salisbury, Allen Covert","Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.",548,9.920106,97.0,2008-08-22
2743,Willow,"Adventure, Drama, Action",English,"Warwick Davis, Val Kilmer, Joanne Whalley, Jean Marsh, Patricia Hayes, Billy Barty, Pat Roach, Gavin O'Herlihy, David Steinberg, Phil Fondacaro, Mark Northover, Tony Cox, Kevin Pollak, Rick Overton, Maria Holvoe, Julie Peters, Dawn Downing, Mark Vande Brake, Zulema Dene, Ruth Greenfield, Kate Greenfield, Kenny Baker, Ashley C. Williams, Michael Cotterill, Joanna Dickens, Jennifer Guy, Ron Tarr","Fearful of a prophecy stating that a girl child will be born to bring about her downfall, the evil Queen Bavmorda imprisons all pregnant women within the formidable stronghold of Nockmaar. A child, Elora Danan, is born in the Nockmaar dungeons and identified as the prophesied child by a birthmark on her arm. However, before the black sorceress arrives to claim the child, Elora's mother convinces her reluctant midwife to escape with the baby. Willow, a timid farmer and aspiring sorcerer, is entrusted with delivering the royal infant from evil.",484,9.918312,126.0,1988-05-01
2744,Under Siege,"Action, Thriller",English,"Steven Seagal, Tommy Lee Jones, Gary Busey, Эрика Элениак, Патрик О’Нил, Дэмиан Чапа, Michael Des Barres, Andy Romano, Colm Meaney, Nick Mancuso, Troy Evans, David McKnight, Lee Hinton, Glenn Morshower, Leo Alexander, John Rottger, Raymond Cruz","This action-packed thriller takes place on the soon-to-be-decommissioned USS Missouri. Disgruntled ex-CIA operative Strannix, his assistant Krill and their group of terrorists seize the battleship with nuclear blackmail in mind. They've planned for every contingency but ignore the ship's cook, former Navy SEAL Casey Ryback -- an error that could be fatal.",405,9.918269,103.0,1992-10-08
2745,Happy Accidents,"Comedy, Romance, Science Fiction",English,"Vincent D'Onofrio, Marisa Tomei, Nadia Dajani, Holland Taylor, Tovah Feldshuh, Sean Gullette, Bronson Dudley, Sanjay Chandani, Cara Buono, Tamara Jenkins","A comedy that pays tribute to the science fiction genre -- specifically, the sub-genre of time travel. But here the alternate reality is contemporary New York City where past and future experiences of trust, commitment and denial are cleverly put to the test. Just as Ruby is beginning to relish her first-ever healthy relationship, Sam begins muttering about being a time traveler from the year 2470.",41,9.916094,110.0,2000-01-25
2746,Rambo,"Action, Thriller","English, , ภาษาไทย","Sylvester Stallone, Julie Benz, Matthew Marsden, Reynaldo Gallegos, Jake La Botz, Tim Kang, Aung Aay Noi, Paul Schulze, Ken Howard, Graham McTavish, Cameron Pearson, Thomas Peterson, Tony Skarberg, James With, Shaliew 'Lek' Bamrungbun, Kasikorn Niyompattana, Aung Theng, Supakorn Kitsuwon, Maung Maung Khin","When governments fail to act on behalf of captive missionaries, ex-Green Beret John James Rambo sets aside his peaceful existence along the Salween River in a war-torn region of Thailand to take action.  Although he's still haunted by violent memories of his time as a U.S. soldier during the Vietnam War, Rambo can hardly turn his back on the aid workers who so desperately need his help.",1009,9.91556,92.0,2008-01-24
2747,Me casé con un boludo,"Comedy, Romance",Español,"Adrián Suar, Valeria Bertuccelli, Gerardo Romano, Norman Briski, Alan Sabbagh, Marina Bellati","Florencia, a rising actress, ends up falling in love with her co-star, a famous film star. When they decide to marry, Florencia becomes aware that in reality she fell in love with the character and that her husband is indeed a real idiot.",12,9.915094,110.0,2016-03-17
2748,Neighbors 2: Sorority Rising,Comedy,English,"Seth Rogen, Rose Byrne, Zac Efron, Chloë Grace Moretz, Kiersey Clemons, Dave Franco, Ike Barinholtz, Carla Gallo, Christopher Mintz-Plasse, Beanie Feldstein, Clara Mamet, Awkwafina, Jerrod Carmichael, Lisa Kudrow, John Early, Selena Gomez, Hannibal Buress, Kelsey Grammer, Brian Huskey, Billy Eichner, Abbi Jacobson, Sam Richardson, Liz Cackowski, Elise Vargas, Zoey Vargas, Kyle Mooney, Ciara Bravo, Jordanne Calvin, Taryn Jones, Tara Bowles",A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,1490,9.914008,91.0,2016-05-04
2749,American Mary,"Horror, Thriller",English,"Katharine Isabelle, Julia Maxwell, Antonio Cupo, Tristan Risk, Paula Lindberg, Paul Anthony, Clay St. Thomas, John Emmet Tracy, Twan Holliday, Nelson Wong, Travis Watters, Marius Soska, Sylvia Soska, Jen Soska, David Lovgren, Sean Amsing, Natasha Forry, Russ Foxx, Rikki Gagne, Agnes Soska, Amus Osaurus, Anne Openshaw, Connor Stanhope, Sierra Pitkin",A young med student struggling with her tuition fees is drawn into the shady world of underground body modification.,167,9.912269,98.0,2012-05-31
2750,The Angriest Man in Brooklyn,"Drama, Comedy",English,"Robin Williams, Mila Kunis, Peter Dinklage, Melissa Leo, James Earl Jones, Richard Kind, Isiah Whitlock Jr., Lee Garlington, Chris Gethard, Olga Merediz, Sutton Foster, Daniel Raymont, Louis C.K., Hamish Linklater, Jerry Adler, Da'Vine Joy Randolph, Jeremie Harris, Roy Milton Davis, Hank Chen, Rock Kohli, Kirk Taylor, Sunah Bilsted, Len Murach, Noah Radcliffe, Sawyer Ever, Adam Chernick, Zariah Singletary, Chris Skeries","After learning that a brain aneurysm will kill him in about 90 minutes, a perpetually unhappy man struggles to come to terms with his fate and make amends with everyone he has ever hurt.",179,9.911949,84.0,2014-05-23
2751,Bad Grandpa .5,Comedy,"Český, English, Pусский","Johnny Knoxville, Spike Jonze, Jackson Nicoll, Catherine Keener, Georgina Cates, Zia Harris","Bad Grandpa .5 gives you a whole new perspective on the world of Irving Zisman with bonus scenes and pranks also featuring Spike Jonze as ""Gloria"" and Catherine Keener as Irving's wife ""Ellie"", plus a look at the evolution of Johnny Knoxville's naughty alter-ego, the makeup effects, and a behind-the-scenes peek at the idiocy it takes to make a hidden camera movie in public.",90,9.911275,76.0,2014-06-03
2752,Alvin and the Chipmunks: The Squeakquel,"Comedy, Family, Animation, Fantasy, Music","English, Français","Zachary Levi, David Cross, Jason Lee, Justin Long, Matthew Gray Gubler, Jesse McCartney, Amy Poehler, Anna Faris, Christina Applegate, Wendie Malick, Anjelah N. Johnson, Kathryn Joosten, Kevin G. Schmidt, Chris Warren, Jr., Bridgit Mendler, Alexandra Shipp, Brittany Anne Pirtle","Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.",688,9.909961,88.0,2009-12-21
2753,The Double Lover,Thriller,Français,"Marine Vacth, Jérémie Renier, Jacqueline Bisset, Myriam Boyer, Dominique Reymond","Chloé, a fragile young woman, falls in love with her psychoanalyst, Paul. A few months later she moves in with him, but soon discovers that her lover is concealing a part of his identity.",72,9.907026,110.0,2017-05-26
